name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
comp_injective,0,2,259,3.26,78.548,False,True,False,True,True,5,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem comp_inj {f : α → β} {g : β → γ} :\n    Function.Injective f → Function.Injective g → Function.InjOn (g ∘ f) Set.univ := by\n  intro hf hg\n  simp only [Function.comp_apply]\n  apply Function.InjOn.univ (by aesop)\n```
group_mul_inv,0,2,135,1.97,129.752,False,True,False,True,True,4,1,False,False,```lean4\nimport Mathlib\n\ntheorem group_mul_inv_self_eq_one (G : Type*) [Group G] (a : G) : a * a⁻¹ = 1 := by\n  exact mul_inv_self a\n```
group_inv_inv,1,3,129,1.95,131.481,True,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\nvariable {G : Type*} [Group G]\n\nlemma inverse_of_inverse (a : G) : (a⁻¹)⁻¹ = a := by\n  rw [inv_inv]\n\n```
ring_mul_zero,0,2,116,1.82,140.816,False,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\ntheorem mul_zero_of_ring {R : Type*} [Ring R] (a : R) : a * 0 = 0 := by\n  rw [mul_zero]\n```
ring_distrib,0,2,149,2.3,111.122,False,True,False,True,True,4,1,False,False,```lean4\nimport Mathlib\n\nlemma left_distributive_law {R : Type*} [Ring R] (a b c : R) :\n  a * (b + c) = a * b + a * c := by\n  exact mul_add a b c\n```
binomial_sq,1,2,121,2.24,114.143,False,True,False,True,True,2,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem algebra_1612 {a b : ℝ} : (a + b)^2 = a^2 + 2 * a * b + b^2 := by\n  ring\n```
diff_of_squares,2,3,136,2.38,107.475,True,True,False,True,True,2,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\nopen BigOperators\ntheorem algebra_95573 (x y : ℝ) : (x - y) * (x + y) = x^2 - y^2 := by\n  ring\n```
choose_zero,0,2,117,1.78,144.002,False,True,False,True,True,6,1,True,False,```lean4\nimport Mathlib\n\ntheorem Nat.choose_n_0 (n : ℕ) : Nat.choose n 0 = 1 := by\n  simp [Nat.choose_zero_right]\n```
gcd_comm,0,2,123,1.96,130.876,False,True,False,True,True,5,2,True,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem Nat.gcd_comm (a b : ℕ) : gcd a b = gcd b a := by\n  exact Nat.gcd_comm a b\n```
gcd_self,0,2,288,4.4,58.191,False,True,False,True,True,11,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem Nat.gcd_self (n : ℕ) : Nat.gcd n n = n := by\n  rw [Nat.gcd]\n  simp\n  <;> try simp only [Nat.twist]\n  <;> try rw [Nat.gcd_comm]\n  <;> try rw [Nat.gcd]\n  <;> try rfl\n  <;> try omega\n```
deriv_x_squared,1,3,297,3.72,68.857,True,True,True,True,True,5,1,False,False,```lean4\nimport Mathlib\nopen Real\nopen scoped Topology\nopen scoped BigOperators\nopen scoped MeasureTheory\nopen scoped Filter\nopen scoped Topology\ntheorem derivative_of_fun_x (x : ℝ) :\n  deriv (fun x : ℝ => x^2) x = 2*x := by\n  apply hasDerivAt_deriv\n  apply hasDerivAt_pow\n  all_goals linarith\n```
linarith_simple,1,2,121,2.16,118.559,False,True,False,True,True,3,2,False,False,```lean4\nimport Mathlib\nimport Mathlib\n\ntheorem algebra_270923 {a b : ℝ} (h : a < b) : a + 1 < b + 1 := by\n  linarith\n```
