name,score,soft_score,char_count,wall_seconds,tok_per_sec,has_theorem,has_by,has_function,has_lean_keyword,has_lean_codeblock,lean_keyword_count,imports,unicode_nat,ends_with_keyword,output
or_comm,0,2,357,5.17,49.503,False,True,False,True,True,13,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem comm_disj {P Q : Prop} : P ∨ Q ↔ Q ∨ P := by\n  apply Iff.intro\n  · intro h\n    cases h with\n    | inl hP => exact Or.inr hP\n    | inr hQ => exact Or.inl hQ\n  · intro h\n    cases h with\n    | inl hQ => exact Or.inr hQ\n    | inr hP => exact Or.inl hP\n```
double_negation,0,2,223,3.37,76.017,False,True,False,True,True,5,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen Classical\ntheorem double_negation (P : Prop) [Decidable P] : ¬¬P ↔ P := by\n  by_cases h : P\n  · simp [h]\n  · simp [h]\n  <;> try { tauto }\n  <;> try { aesop }\n  <;> try { tauto }\n```
demorgan_or,2,3,365,5.39,47.51,True,True,False,True,True,14,2,False,False,"```lean4\nimport Mathlib\nimport Aesop\n\ntheorem demorgan_law (P Q : Prop) : ¬(P ∨ Q) ↔ ¬P ∧ ¬Q := by\n  apply Iff.intro\n  · intro h\n    constructor\n    · intro hP\n      exfalso\n      exact h (Or.inl hP)\n    · intro hQ\n      exfalso\n      exact h (Or.inr hQ)\n  · rintro ⟨hP, hQ⟩\n    intro h\n    cases h with\n    | inl h => contradiction\n    | inr h => contradiction\n```"
implication_chain,1,2,232,3.12,82.166,False,True,False,True,True,5,2,False,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem implication_transitivity {P Q R : Prop} (h1 : P → Q) (h2 : Q → R) : P → R := by\n  intro hp\n  have hq := h1 hp\n  exact h2 hq\n```
id_injective,1,3,155,1.92,133.369,True,True,True,True,True,7,1,False,False,```lean4\nimport Mathlib\n\ndef identity {α : Type u} : α → α := fun x => x\n\nexample : Function.Injective (identity : α → α) := by\n  intro x y h\n  exact h\n```
comp_injective,0,3,311,4.14,61.799,False,True,True,True,True,6,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem comp_injective {X Y Z : Type*} (f : X → Y) (g : Y → Z) (hf : Function.Injective f)\n    (hg : Function.Injective g) :\n    Function.Injective (fun x => g (f x)) := by\n  intro x y hxy\n  rw [Function.comp_apply] at hxy\n  rw [Function.comp_apply]\n  exact hg (hf hxy)\n```
group_mul_inv,1,3,176,2.64,96.995,True,True,False,True,True,4,1,False,False,"```lean4\nimport Mathlib\n\nvariable {G : Type*} [Group G]\n\ntheorem mul_inv_self : ∀ (a : G), a * a⁻¹ = 1 := by\n  intro a\n  rw [← pow_two]\n  rw [pow_two]\n  rw [mul_inv_cancel]\n```"
group_inv_inv,0,2,110,1.86,138.002,False,True,False,True,True,4,1,False,False,```lean4\nimport Mathlib\n\ntheorem inverse_of_of_eq {G : Type*} [Group G] (a : G) : (a⁻¹)⁻¹ = a := by\n  simp\n```
ring_mul_zero,0,2,106,1.69,151.386,False,True,False,True,True,3,1,False,False,```lean4\nimport Mathlib\n\nlemma mul_zero {R : Type*} [Ring R] (a : R) : a * 0 = 0 := by\n  rw [mul_zero]\n```
ring_distrib,0,2,146,2.32,110.296,False,True,False,True,True,3,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem left_distributive_law {R : Type} [Ring R] (a b c : R) : a * (b + c) = a * b + a * c := by\n  ring\n```
binomial_sq,1,2,121,2.25,113.781,False,True,False,True,True,2,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\ntheorem algebra_901 {a b : ℝ} : (a + b)^2 = a^2 + 2 * a * b + b^2 := by \n  ring\n```
diff_of_squares,1,1,46,0.88,290.648,False,False,False,True,True,1,2,False,False,```lean4\nimport Mathlib\nimport Aesop\n\nring\n```
choose_zero,1,3,161,2.25,113.53,True,True,False,True,True,4,2,True,False,```lean4\nimport Mathlib\nimport Aesop\nopen BigOperators\nopen Real\nopen Nat\nopen Topology\nopen Rat\ntheorem choose_n_0 (n : ℕ) : Nat.choose n 0 = 1 := by\n  simp\n```
gcd_comm,0,2,116,1.98,128.995,False,True,False,True,True,5,1,True,False,```lean4\nimport Mathlib\nlemma Nat-gcd-comm (a : ℕ) (b : ℕ) : Nat.gcd a b = Nat.gcd b a := by\n  rw [Nat.gcd_comm]\n```
gcd_self,1,3,714,9.98,25.657,True,True,False,True,False,16,2,True,False,"Nat.gcd n n = n can be proven using induction on n.\n\nBase case: n = 0\n- Nat.gcd 0 0 = 0 by definition (gcd of zero and zero is zero)\n- This matches the right-hand side: 0 = 0\n\nInductive step: Assume Nat.gcd k k = k, prove Nat.gcd (k+1) (k+1) = k+1\n- From the definition of gcd, Nat.gcd (k+1) (k+1) = Nat.gcd (k+1) (k+1)\n- Using the property that gcd(a,b) = gcd(b,a), this is equal to Nat.gcd (k+1) (k+1)\n- Since we're computing gcd of a number with itself, this equals k+1 by definition of gcd with equal arguments\n\nThe Lean 4 proof would use induction on n:\n\n```tactics\nimport Mathlib\nimport Aesop\n\ntheorem gcd_self (n : ℕ) : Nat.gcd n n = n := by\n  induction n with\n  | zero =>\n    -- Base case: n = 0\n    -- Nat"
deriv_x_squared,1,3,174,2.68,95.601,True,True,True,True,True,5,1,False,False,```lean4\nimport Mathlib.Data.Real.Basic\nopen Real\ntheorem derivative_of_x_sq : deriv (fun x : ℝ => x^2) = fun x : ℝ => 2*x := by\n  ext x\n  rw [deriv_pow]\n  all_goals simp\n```
linarith_simple,2,3,147,2.34,109.316,True,True,False,True,True,3,2,False,False,```lean4\nimport Mathlib\nimport Mathlib.Tactic.Linarith\n\ntheorem add_one_lt_add_one_of_lt (a b : ℝ) (h : a < b) : a + 1 < b + 1 := by\n  linarith\n```
